CODE,UZ,RU,EN
#cancr0005.00116,NHEJ1 (Gomolog bo'lmagan oxirgi qo'shilish omili) ikki zanjirli DNK uzilishlarini tiklash jarayonida gomologik bo'lmagan rekombinatsiyada ishtirok etadigan oqsil,"NHEJ1 (Non-Homologous End-Joining Factor 1) Белок, участвующий в негомологичной рекомбинации при репарации двухцепочечных разрывов ДНК",NHEJ1 (Non-Homologous End-Joining Factor 1) Protein involved in non-homologous recombination during repair of double-strand DNA breaks
#cancr0005.00117,NHP2 (NHP2 Ribonukleoprotein) Protein ribosoma biogenezi va telomerlarda ishtirok etadi.,"NHP2 (NHP2 Ribonucleoprotein) Белок, участвующий в биогенезе рибосом и теломерах",NHP2 (NHP2 Ribonucleoprotein) Protein involved in ribosome biogenesis and telomeres
#cancr0005.00118,NOP10 (NOP10 Ribonukleoprotein) Protein ribosoma biogenezi va telomerlarda ishtirok etadi,"NOP10 (NOP10 Ribonucleoprotein) Белок, участвующий в биогенезе рибосом и теломерах",NOP10 (NOP10 Ribonucleoprotein) Protein involved in ribosome biogenesis and telomeres
#cancr0005.00119,"NRAS (NRAS proto-onkogen, GTPaz) oqsil hujayra o'sishi signalizatsiya yo'llarida ishtirok etadi","NRAS (NRAS Proto-Oncogene, GTPase) Белок, участвующий в сигнальных путях клеточного роста","NRAS (NRAS Proto-Oncogene, GTPase) Protein involved in cell growth signaling pathways"
#cancr0005.00120,NSD1 (Nuclear Receptor Binding SET Domain Protein 1) transkripsiyani tartibga solishda ishtirok etadigan histon metiltransferaza,"NSD1 (Nuclear Receptor Binding SET Domain Protein 1) Гистонметилтрансфераза, участвующая в регуляции транскрипции",NSD1 (Nuclear Receptor Binding SET Domain Protein 1) Histone methyltransferase involved in transcription regulation
#cancr0005.00121,NTHL1 (DNK glikozilaza 1 kabi N) DNKning bazal eksizyonini tiklashda ishtirok etadigan oqsil,"NTHL1 (Nth Like DNA Glycosylase 1)Белок, участвующий в базовой эксцизионной репарации ДНК",NTHL1 (Nth Like DNA Glycosylase 1) Protein involved in DNA base excision repair
#cancr0005.00122,PALB2 (BRCA2 hamkori va lokalizatori) BRCA2 bilan o'zaro ta'sir qiluvchi va DNKni tiklashda ishtirok etadigan oqsil,"PALB2 (Partner And Localizer Of BRCA2) Белок, взаимодействующий с BRCA2 и участвующий в репарации ДНК",PALB2 (Partner And Localizer Of BRCA2) Protein interacting with BRCA2 and involved in DNA repair
#cancr0005.00123,PALLD (Palladin) Hujayra shakli va harakatini tartibga solishda ishtirok etadigan sitoskeletal oqsil.,"PALLD (Palladin) Цитоскелетный белок, участвующий в регуляции клеточной формы и подвижности.",PALLD (Palladin) Cytoskeletal protein involved in the regulation of cell shape and motility.
#cancr0005.00124,PARN (Poli(A)-maxsus ribonukleaza) mRNKni qayta ishlashda ishtirok etadigan oqsil,"PARN (Poly(A)-Specific Ribonuclease) Белок, участвующий в процессинге мРНК",PARN (Poly(A)-Specific Ribonuclease) A protein involved in mRNA processing
#cancr0005.00125,PAX5 (Paired Box 5) B hujayralari rivojlanishida ishtirok etadigan transkripsiya omili,"PAX5 (Paired Box 5) Транскрипционный фактор, участвующий в развитии B-клеток",PAX5 (Paired Box 5) A transcription factor involved in B-cell development
#cancr0005.00126,PDGFRA (trombotsitlardan olingan o'sish omili retseptorlari alfa) hujayra o'sishi va rivojlanishini tartibga solishda ishtirok etadigan tirozin kinaz retseptorlari,"PDGFRA (Platelet-Derived Growth Factor Receptor Alpha) Рецептор тирозинкиназы, участвующий в регуляции клеточного роста и развития",PDGFRA (Platelet-Derived Growth Factor Receptor Alpha) A tyrosine kinase receptor involved in the regulation of cell growth and development
#cancr0005.00127,PDGFRB (trombotsitlardan olingan o'sish omili retseptorlari beta) hujayra o'sishi va rivojlanishini tartibga solishda ishtirok etadigan retseptor tirozin kinaz,"PDGFRB (Platelet-Derived Growth Factor Receptor Beta) Рецептор тирозинкиназы, участвующий в регуляции клеточного роста и развития",PDGFRB (Platelet-Derived Growth Factor Receptor Beta) A tyrosine kinase receptor involved in the regulation of cell growth and development
#cancr0005.00128,PHOX2B (Homeobox 2b kabi juftlangan) Neyrorivojlanish uchun muhim transkripsiya omili.,"PHOX2B (Paired Like Homeobox 2b) Транскрипционный фактор, важный для развития нервной системы.",PHOX2B (Paired Like Homeobox 2b) A transcription factor important for the development of the nervous system.
#cancr0005.00129,"PIK3CA (Fosfatidilinositol-4,5-Bisfosfat 3-Kinaz Katalitik Subunit Alpha) PI3K ning katalitik bo'linmasi hujayra o'sishi signalizatsiyasida ishtirok etadi","PIK3CA (Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha) Каталитическая субъединица PI3K, участвующая в сигнализации клеточного роста","PIK3CA (Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha) The catalytic subunit of PI3K involved in cell growth signaling"
#cancr0005.00130,"PIK3CD (Fosfatidilinositol-4,5-Bisfosfat 3-Kinaz Katalitik Subunit Delta) PI3K ning katalitik subuniti immun javobini tartibga solishda ishtirok etadi.","PIK3CD (Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta) Каталитическая субъединица PI3K, участвующая в регуляции иммунного ответа.","PIK3CD (Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta) The catalytic subunit of PI3K involved in regulating the immune response."
#cancr0005.00131,PIK3R1 (Fosfoinositid-3-Kinaz regulatory subunit 1) Hujayra o'sishi signalizatsiyasida ishtirok etadigan PI3K ning tartibga soluvchi subbirligi,"PIK3R1 (Phosphoinositide-3-Kinase Regulatory Subunit 1) Регуляторная субъединица PI3K, участвующая в сигнализации клеточного роста",PIK3R1 (Phosphoinositide-3-Kinase Regulatory Subunit 1) The regulatory subunit of PI3K involved in cell growth signaling
#cancr0005.00132,"PMS1 (PMS1 homologi 1, nomuvofiqlikni tiklash tizimining komponenti) DNK nomuvofiqligini tuzatishda ishtirok etadigan oqsil.","PMS1 (PMS1 Homolog 1, Mismatch Repair System Component) Белок, участвующий в репарации несоответствий ДНК.","PMS1 (PMS1 Homolog 1, Mismatch Repair System Component) A protein involved in DNA mismatch repair."
#cancr0005.00133,"PMS2 (PMS1 homologi 2, nomuvofiqlikni tiklash tizimining komponenti) DNK nomuvofiqligini tuzatishda ishtirok etgan oqsil","PMS2 (PMS1 Homolog 2, Mismatch Repair System Component) Белок, участвующий в репарации несоответствий ДНК","PMS2 (PMS1 Homolog 2, Mismatch Repair System Component) A protein involved in DNA mismatch repair"
#cancr0005.00134,"POLD1 (DNK Polimeraza Delta 1, Katalitik Subbirlik) DNK polimeraza deltasining katalitik bo'linmasi DNKni ta'mirlash va replikatsiya qilishda ishtirok etadi","POLD1 (DNA Polymerase Delta 1, Catalytic Subunit) Каталитическая субъединица ДНК-полимеразы дельта, участвующая в репарации и репликации ДНК","POLD1 (DNA Polymerase Delta 1, Catalytic Subunit) The catalytic subunit of DNA polymerase delta involved in DNA repair and replication"
#cancr0005.00135,"POLE (DNK Polimeraza Epsilon, Katalitik Subbirlik) DNK polimeraza epsilonning katalitik bo'linmasi DNKni tiklash va replikatsiya qilishda ishtirok etadi","POLE (DNA Polymerase Epsilon, Catalytic Subunit) Каталитическая субъединица ДНК-полимеразы эпсилон, участвующая в репарации и репликации ДНК","POLE (DNA Polymerase Epsilon, Catalytic Subunit) The catalytic subunit of DNA polymerase epsilon involved in DNA repair and replication"
#cancr0005.00136,POLH (DNK polimeraza Eta) DNK polimeraza translatsiya sintezida ishtirok etadi,"POLH (DNA Polymerase Eta) ДНК-полимераза, участвующая в трансляционной синтезе",POLH (DNA Polymerase Eta) DNA polymerase involved in translational synthesis
#cancr0005.00137,POT1 (Telomerlarni himoya qilish 1) Telomerlarni parchalanishdan himoya qiluvchi va ularning uzunligini saqlashda ishtirok etadigan oqsil.,"POT1 (Protection Of Telomeres 1) Белок, защищающий теломеры от деградации и участвующий в поддержании их длины",POT1 (Protection Of Telomeres 1) A protein that protects telomeres from degradation and is involved in maintaining their length
#cancr0005.00138,PRF1 (Perforin 1) maqsadli hujayralarning lizisini keltirib chiqaradigan hujayra immunitetida ishtirok etadigan oqsil.,"PRF1 (Perforin 1) Белок, участвующий в клеточном иммунитете, вызывая лизис клеток-мишеней.","PRF1 (Perforin 1) A protein involved in cellular immunity, causing lysis of target cells."
#cancr0005.00139,PRKAR1A (Protein kinazasi CAMP-ga bog'liq bo'lgan I turdagi tartibga soluvchi subbirlik alfa) Protein kinaz turli xil hujayra jarayonlarida ishtirok etadigan tartibga soluvchi subbirlik.,"PRKAR1A (Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha) Регуляторная субъединица протеинкиназы A, участвующая в различных клеточных процессах","PRKAR1A (Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha) Regulatory subunit of protein kinase A, involved in various cellular processes"
#cancr0005.00140,"PRSS1 (Proteaz, Serin 1) Tripsinogen, oshqozon osti bezi fermenti","PRSS1 (Protease, Serine 1) Трипсиноген, фермент поджелудочной железы","PRSS1 (Protease, Serine 1) Trypsinogen, a pancreatic enzyme"
#cancr0005.00141,PTCH1 (Yamalgan 1) Kirpi signalizatsiyasida ishtirok etgan o'simta bostiruvchi oqsil,"PTCH1 (Patched 1) Белок-супрессор опухолей, участвующий в сигнализации Hedgehog",PTCH1 (Patched 1) Tumor suppressor protein involved in Hedgehog signaling
#cancr0005.00142,PTCH2 (Yamalgan 2) PTCH1 ga o'xshash protein Kirpi signalizatsiyasida ishtirok etadi,"PTCH2 (Patched 2) Белок, аналогичный PTCH1, участвующий в сигнализации Hedgehog","PTCH2 (Patched 2) Protein similar to PTCH1, involved in Hedgehog signaling"
#cancr0005.00143,PTEN (fosfataza va tensin homologi) Hujayra o'sishi va omon qolishini tartibga solishda rol o'ynaydigan fosfataza.,"PTEN (Phosphatase And Tensin Homolog) Фосфатаза, играющая роль в регуляции клеточного роста и выживания.",PTEN (Phosphatase And Tensin Homolog) Phosphatase that plays a role in regulating cell growth and survival.
#cancr0005.00144,PTPN11 (11-toifali protein tirozin fosfataza retseptorlari bo'lmagan) fosfataza hujayra o'sishi va differentsiya signalizatsiya yo'llarida ishtirok etadi,"PTPN11 (Protein Tyrosine Phosphatase Non-Receiver Type 11) Фосфатаза, участвующая в сигнальных путях роста и дифференцировки клеток",PTPN11 (Protein Tyrosine Phosphatase Non-Receiver Type 11) Phosphatase involved in cell growth and differentiation signaling pathways
#cancr0005.00145,RAD50 (RAD50 Double Strand Break Repair Protein) Ikki zanjirli DNK uzilishlarini tiklash va genomik barqarorlikni saqlashda ishtirok etadigan oqsil.,"RAD50 (RAD50 Double Strand Break Repair Protein)Белок, участвующий в репарации двухцепочечных разрывов ДНК и поддержании геномной стабильности.",RAD50 (RAD50 Double Strand Break Repair Protein) A protein involved in the repair of double-strand DNA breaks and maintaining genomic stability.
#cancr0005.00146,RAD51 (RAD51 rekombinaz) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil.,"RAD51 (RAD51 Recombinase) Белок, участвующий в гомологичной рекомбинации и репарации ДНК.",RAD51 (RAD51 Recombinase) A protein involved in homologous recombination and DNA repair.
#cancr0005.00147,RAD51C (RAD51 Paralog C) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil.,"RAD51C (RAD51 Paralog C) Белок, участвующий в гомологичной рекомбинации и репарации ДНК.",RAD51C (RAD51 Paralog C) A protein involved in homologous recombination and DNA repair.
#cancr0005.00148,RAD51D (RAD51 Paralog D) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil.,"RAD51D (RAD51 Paralog D) Белок, участвующий в гомологичной рекомбинации и репарации ДНК.",RAD51D (RAD51 Paralog D) A protein involved in homologous recombination and DNA repair.
#cancr0005.00149,"RAF1 (Raf-1 proto-onkogen, serin/treonin kinaz) kinaz hujayra o'sishi va differentsiatsiyasini tartibga solishda ishtirok etadi.","RAF1 (Raf-1 Proto-Oncogene, Serine/Threonine Kinase) Киназа, участвующая в регуляции клеточного роста и дифференцировки.","RAF1 (Raf-1 Proto-Oncogene, Serine/Threonine Kinase) A kinase involved in the regulation of cell growth and differentiation."
#cancr0005.00150,RASAL1 (RAS Protein faollashtiruvchisi kabi) Ras signalizatsiya yo'llarini salbiy tartibga soluvchi protein,"RASAL1 (RAS Protein Activator Like 1) Белок, негативно регулирующий сигнальные пути Ras",RASAL1 (RAS Protein Activator Like 1) A protein that negatively regulates Ras signaling pathways
#cancr0005.00151,RB1 (RB Transkripsiyali Korepressor 1) Hujayra siklini tartibga soluvchi o'simta bostiruvchi oqsil.,"RB1 (RB Transcriptional Corepressor 1) Белок-супрессор опухолей, регулирующий клеточный цикл.",RB1 (RB Transcriptional Corepressor 1) A tumor suppressor protein that regulates the cell cycle.
#cancr0005.00152,RECQL (RecQ Like Helicase) Helikaz DNKni tiklash va genomik barqarorlikni saqlashda ishtirok etadi,"RECQL (RecQ Like Helicase) Геликаза, участвующая в репарации ДНК и поддержании геномной стабильности",RECQL (RecQ Like Helicase) A helicase involved in DNA repair and maintaining genomic stability
#cancr0005.00153,RECQL4 (RecQ Like Helicase 4) Helikaz DNKni tiklashda ishtirok etadi,"RECQL4 (RecQ Like Helicase 4) Геликаза, участвующая в репарации ДНК",RECQL4 (RecQ Like Helicase 4) A helicase involved in DNA repair
#cancr0005.00154,REST (RE1 o'chirish transkripsiya faktori) asab tizimi uchun muhim genlar ifodasini tartibga soluvchi transkripsiya omili,"REST (RE1 Silencing Transcription Factor)  Транскрипционный фактор, регулирующий экспрессию генов, важных для нервной системы",REST (RE1 Silencing Transcription Factor) A transcription factor that regulates the expression of genes important for the nervous system
#cancr0005.00155,RET (Ret proto-onkogen) tirozin kinaz retseptorlari asab tizimi va buyraklar rivojlanishida ishtirok etadi.,"RET (Ret Proto-Oncogene) Рецептор тирозинкиназы, участвующий в развитии нервной системы и почек.",RET (Ret Proto-Oncogene) A tyrosine kinase receptor involved in the development of the nervous system and kidneys.
#cancr0005.00156,RHBDF2 (Rhomboid 5 Gomolog 2) Yallig'lanish reaktsiyasini va yarani davolashni tartibga solishda ishtirok etadigan oqsil.,"RHBDF2 (Rhomboid 5 Homolog 2) Белок, участвующий в регуляции воспалительного ответа и заживлении ран.",RHBDF2 (Rhomboid 5 Homolog 2) A protein involved in the regulation of the inflammatory response and wound healing.
#cancr0005.00157,RINT1 (RAD50 Interactor 1) DNKni tiklash va genomik barqarorlikni saqlashda ishtirok etadigan oqsil.,"RINT1 (RAD50 Interactor 1) Белок, участвующий в репарации ДНК и поддержании геномной стабильности.",RINT1 (RAD50 Interactor 1) A protein involved in DNA repair and maintenance of genomic stability.
#cancr0005.00158,RNASEL (ribonukleaz L) Endonukleaz antiviral javobda ishtirok etadi,"RNASEL (Ribonuclease L) Эндонуклеаза, участвующая в антивирусном ответе",RNASEL (Ribonuclease L) An endonuclease involved in the antiviral response
#cancr0005.00159,"RNF43 (Ring Finger Protein 43) E3 ubiquitin ligaza oqsili bo'lib, Wnt signalizatsiya yo'lini tartibga solishda ishtirok etadi.","RNF43 (Ring Finger Protein 43) E3-убиквитинлигазный белок, участвующий в регуляции сигнального пути Wnt.",RNF43 (Ring Finger Protein 43) An E3-ubiquitin ligase protein involved in the regulation of the Wnt signaling pathway.
#cancr0005.00160,RPS20 (Ribosomal Protein S20) Protein ribosoma biogenezida ishtirok etadi,"RPS20 (Ribosomal Protein S20) Белок, участвующий в биогенезе рибосом",RPS20 (Ribosomal Protein S20) A protein involved in ribosome biogenesis
#cancr0005.00161,RRAS (Related RAS Viral (R-Ras) onkogen homologi) Hujayra o'sishi va differentsiatsiyasini tartibga solishda ishtirok etadigan oqsil.,"RRAS (Related RAS Viral (R-Ras) Oncogene Homolog) Белок, участвующий в регуляции клеточного роста и дифференцировки.",RRAS (Related RAS Viral (R-Ras) Oncogene Homolog) A protein involved in the regulation of cell growth and differentiation.
#cancr0005.00162,RTEL1 (Telomer cho'zilishi helikazining regulyatori 1) Helikaz telomer uzunligi va DNKni ta'mirlashda ishtirok etadi.,"RTEL1 (Regulator Of Telomere Elongation Helicase 1) Геликаза, участвующая в поддержании теломерной длины и репарации ДНК.",RTEL1 (Regulator Of Telomere Elongation Helicase 1) A helicase involved in the maintenance of telomere length and DNA repair.
#cancr0005.00163,RUNX1 (Runt bilan bog'liq transkripsiya omili 1) gematopoetik tizimning rivojlanishida muhim rol o'ynaydigan transkripsiya omili,"RUNX1 (Runt-Related Transcription Factor 1) Транскрипционный фактор, играющий важную роль в развитии кроветворной системы",RUNX1 (Runt-Related Transcription Factor 1) A transcription factor that plays an important role in the development of the hematopoietic system
#cancr0005.00164,Hujayra o'sishi va ko'payishini tartibga solishda ishtirok etadigan SAMD9L (9-o'xshash Steril Alpha Motif Domeni) oqsili,"SAMD9L (Sterile Alpha Motif Domain Containing 9-Like) Белок, участвующий в регуляции роста и пролиферации клеток",SAMD9L (Sterile Alpha Motif Domain Containing 9-Like) A protein involved in the regulation of cell growth and proliferation
#cancr0005.00165,SBDS (Shvachman-Bodian-Diamond sindromi) ribosoma biogenezi va hujayra o'sishida ishtirok etadigan oqsil,"SBDS (Shwachman-Bodian-Diamond Syndrome) Белок, участвующий в биогенезе рибосом и клеточном росте",SBDS (Shwachman-Bodian-Diamond Syndrome) A protein involved in ribosome biogenesis and cell growth
#cancr0005.00166,SCG5 (Secretogranin V) Neyropeptidlar va gormonlarni qayta ishlash va saralashda ishtirok etadigan oqsil.,"SCG5 (Secretogranin V) Белок, участвующий в процессинге и сортировке нейропептидов и гормонов.",SCG5 (Secretogranin V) A protein involved in the processing and sorting of neuropeptides and hormones.
#cancr0005.00167,SDHA (Suksinat dehidrogenaza kompleksi Flavoprotein subbirligi A) Krebs sikli va nafas olish zanjiridagi asosiy ferment bo'lgan suksinat dehidrogenazning sub birligi.,"SDHA (Succinate Dehydrogenase Complex Flavoprotein Subunit A) Субъединица сукцинатдегидрогеназы, ключевого фермента цикла Кребса и дыхательной цепи","SDHA (Succinate Dehydrogenase Complex Flavoprotein Subunit A) Subunit of succinate dehydrogenase, a key enzyme of the Krebs cycle and respiratory chain"
#cancr0005.00168,SDHAF2 (Suksinatdehidrogenaza kompleksining yig'ilish omili 2) Suksinat dehidrogenaza yig'ilishida ishtirok etadigan oqsil,"SDHAF2 (Succinate Dehydrogenase Complex Assembly Factor 2) Белок, участвующий в сборке сукцинатдегидрогеназы",SDHAF2 (Succinate Dehydrogenase Complex Assembly Factor 2) Protein involved in the assembly of succinate dehydrogenase
#cancr0005.00169,SDHB (suksinat dehidrogenaza kompleksi temir oltingugurt bo'linmasi B) suksinat dehidrogenaza subbirligi,SDHB (Succinate Dehydrogenase Complex Iron Sulfur Subunit B) Субъединица сукцинатдегидрогеназы,SDHB (Succinate Dehydrogenase Complex Iron Sulfur Subunit B) Subunit of succinate dehydrogenase
#cancr0005.00170,SDHC (suksinat dehidrogenaza kompleksi sub birligi C) suksinat dehidrogenaza subbirligi,SDHC (Succinate Dehydrogenase Complex Subunit C) Субъединица сукцинатдегидрогеназы,SDHC (Succinate Dehydrogenase Complex Subunit C) Subunit of succinate dehydrogenase
#cancr0005.00171,SDHD (suksinat dehidrogenaza kompleksi bo'linmasi D) suksinat dehidrogenaza subbirligi,SDHD (Succinate Dehydrogenase Complex Subunit D) Субъединица сукцинатдегидрогеназы,SDHD (Succinate Dehydrogenase Complex Subunit D) Subunit of succinate dehydrogenase
#cancr0005.00172,SEC23B (Sec23 Homolog B) Vesikulyar tashishda ishtirok etadigan oqsil,"SEC23B (Sec23 Homolog B) Белок, участвующий в везикулярном транспорте",SEC23B (Sec23 Homolog B) Protein involved in vesicular transport
#cancr0005.00173,SH2D1A (SH2 domenini o'z ichiga olgan 1A) protein immun hujayra signalizatsiyasida ishtirok etadi,"SH2D1A (SH2 Domain Containing 1A) Белок, участвующий в сигнализации иммунных клеток",SH2D1A (SH2 Domain Containing 1A) Protein involved in immune cell signaling
#cancr0005.00174,Ras-MAPK signalizatsiya yo'lida ishtirok etadigan SHOC2 (SHOC2 Leucine Rich Repeat Scaffold Protein) oqsili,"SHOC2 (SHOC2 Leucine Rich Repeat Scaffold Protein) Белок, участвующий в сигнальном пути Ras-MAPK",SHOC2 (SHOC2 Leucine Rich Repeat Scaffold Protein) A protein involved in the Ras-MAPK signaling pathway
#cancr0005.00175,SLX4 (SLX4 tuzilmasiga xos endonukleaz subunit) DNK taʼmirida va xromosomalarning kesishishida ishtirok etadigan oqsil,"SLX4 (SLX4 Structure-Specific Endonuclease Subunit) Белок, участвующий в репарации ДНК и перекрестках хромосом",SLX4 (SLX4 Structure-Specific Endonuclease Subunit) A protein involved in DNA repair and chromosome crossovers
#cancr0005.00176,SMAD4 (SMAD oila a'zosi 4) TGF-beta signalizatsiya yo'lida ishtirok etadigan transkripsiya omili.,"SMAD4 (SMAD Family Member 4)  Транскрипционный фактор, участвующий в сигнальном пути TGF-beta.",SMAD4 (SMAD Family Member 4) A transcription factor involved in the TGF-beta signaling pathway.
#cancr0005.00177,"SMARCA4 (SWI/SNF bilan bog'liq, matritsa bilan bog'liq, xromatinning aktinga bog'liq regulyatori, A subfamily, a'zo 4) Xromatinni qayta qurishda ishtirok etadigan oqsil","SMARCA4 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4) Белок, участвующий в ремоделировании хроматина","SMARCA4 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4) Protein involved in chromatin remodeling"
#cancr0005.00178,"SMARCB1 (SWI/SNF bilan bog'liq, matritsa bilan bog'liq, xromatinning aktinga bog'liq regulyatori, B subfamily, a'zo 1) Xromatinni qayta qurishda ishtirok etadigan oqsil","SMARCB1 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1) Белок, участвующий в ремоделировании хроматина","SMARCB1 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1) Protein involved in chromatin remodeling"
#cancr0005.00179,"SMARCE1 (SWI/SNF bilan bog'liq, matritsa bilan bog'liq, xromatinning aktinga bog'liq regulyatori, E subfamily, a'zo 1) Xromatinni qayta qurishda ishtirok etadigan oqsil.","SMARCE1 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily E, Member 1) Белок, участвующий в ремоделировании хроматина.","SMARCE1 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily E, Member 1) Protein involved in chromatin remodeling."
#cancr0005.00180,SOS1 (SOS Ras/Rac Guanin Nukleotid almashinuvi omili 1) Ras faollashuvida ishtirok etadigan oqsil. Mutatsiyalar Noonan sindromi bilan bog'liq.,"SOS1 (SOS Ras/Rac Guanine Nucleotide Exchange Factor 1) Белок, участвующий в активации Ras. Мутации связаны с синдромом Нунан.",SOS1 (SOS Ras/Rac Guanine Nucleotide Exchange Factor 1) A protein involved in Ras activation. Mutations are associated with Noonan syndrome.
#cancr0005.00181,SOS2 (SOS Ras/Rac guanin nukleotid almashinuvi omili 2) Ras faollashuvida ishtirok etgan oqsil,"SOS2 (SOS Ras/Rac Guanine Nucleotide Exchange Factor 2) Белок, участвующий в активации Ras",SOS2 (SOS Ras/Rac Guanine Nucleotide Exchange Factor 2) A protein involved in Ras activation
#cancr0005.00182,SPINK1 (Serine Peptidase Inhibitor Kazal Type 1) Serin proteazalarini inhibe qiluvchi oqsil.,"SPINK1 (Serine Peptidase Inhibitor Kazal Type 1) Белок, ингибирующий сериновые протеазы.",SPINK1 (Serine Peptidase Inhibitor Kazal Type 1) A protein that inhibits serine proteases.
#cancr0005.00183,SPRED1 (Sprouty Related EVH1 Domain Containing 1) Ras/MAPK signalizatsiya yo'lini inhibe qiluvchi oqsil. Mutatsiyalar Legus sindromi bilan bog'liq.,"SPRED1 (Sprouty Related EVH1 Domain Containing 1) Белок, ингибирующий сигнальные пути Ras/MAPK. Мутации связаны с синдромом Легуса.",SPRED1 (Sprouty Related EVH1 Domain Containing 1) A protein that inhibits Ras/MAPK signaling pathways. Mutations are associated with Legus syndrome.
#cancr0005.00184,SRGAP1 (SLIT-ROBO Rho GTPase faollashtiruvchi oqsil 1) Aktin sitoskeletini va hujayra migratsiyasini tartibga solishda ishtirok etadigan oqsil.,"SRGAP1 (SLIT-ROBO Rho GTPase Activating Protein 1)  Белок, участвующий в регуляции актинового цитоскелета и клеточной миграции.",SRGAP1 (SLIT-ROBO Rho GTPase Activating Protein 1) A protein involved in the regulation of the actin cytoskeleton and cell migration.
#cancr0005.00185,SRP72 (Signal Recognition Particle 72) Ribosoma biogenezi va translyatsiyasida ishtirok etadigan oqsil. Mutatsiyalar aplastik anemiya bilan bog'liq bo'lishi mumkin.,"SRP72 (Signal Recognition Particle 72) Белок, участвующий в биогенезе рибосом и трансляции. Мутации могут быть связаны с апластической анемией.",SRP72 (Signal Recognition Particle 72) A protein involved in ribosome biogenesis and translation. Mutations may be associated with aplastic anemia.
#cancr0005.00186,STAT3 (Signal Transducer and activator Of Transkripsiya 3) Hujayra o'sishi va omon qolishini tartibga solishda ishtirok etadigan transkripsiya omili. Mutatsiyalar giper IgE sindromi (Job sindromi) va turli xil saraton turlari bilan bog'liq.,"STAT3 (Signal Transducer And Activator Of Transcription 3)Транскрипционный фактор, участвующий в регуляции клеточного роста и выживания. Мутации связаны с гипер IgE синдромом (синдром Джоба) и различными видами рака.",STAT3 (Signal Transducer And Activator Of Transcription 3) A transcription factor involved in the regulation of cell growth and survival. Mutations are associated with hyper IgE syndrome (Job's syndrome) and various cancers.
#cancr0005.00187,STK11 (Serin/Treonin Kinaz 11) Uyali metabolizm va o'sishda rol o'ynaydigan kinaz. Mutatsiyalar Peutz-Jegers sindromini keltirib chiqaradi va turli xil saraton kasalliklari xavfini oshiradi.,"STK11 (Serine/Threonine Kinase 11) Киназа, играющая роль в клеточном метаболизме и росте. Мутации вызывают синдром Пейтца-Егерса и связаны с повышенным риском различных видов рака.",STK11 (Serine/Threonine Kinase 11) A kinase that plays a role in cellular metabolism and growth. Mutations cause Peutz-Jeghers syndrome and are associated with an increased risk of various cancers.
#cancr0005.00188,SUFU (eritilgan gomologni bostiruvchi) Kirpi signalizatsiya yo'lini inhibe qiluvchi oqsil. Mutatsiyalar medulloblastomalar va boshqa o'smalar bilan bog'liq.,"SUFU (Suppressor Of Fused Homolog) Белок, ингибирующий сигнальный путь Hedgehog. Мутации связаны с медуллобластомами и другими опухолями.",SUFU (Suppressor Of Fused Homolog) A protein that inhibits the Hedgehog signaling pathway. Mutations are associated with medulloblastomas and other tumors.
#cancr0005.00189,TERC telomeraza RNK komponenti) telomera uzunligini saqlashda rol o'ynaydigan telomeraza komponenti. Mutatsiyalar diskeroz konjenit va boshqa telomeropatiyalar bilan bog'liq bo'lishi mumkin.,"TERC Telomerase RNA Component) Компонент теломеразы, играющий роль в поддержании длины теломер. Мутации могут быть связаны с дискерозисом конгенита и другими теломеропатиями.",TERC Telomerase RNA Component) A component of telomerase that plays a role in maintaining telomere length. Mutations may be associated with dyskerosis congenita and other telomeropathies.
#cancr0005.00190,TERT (telomeraza teskari transkriptaza) telomerazaning katalitik sub birligi. Mutatsiyalar saratonning turli shakllari va telomerlarning qisqarishi bilan bog'liq kasalliklar bilan bog'liq.,"TERT (Telomerase Reverse Transcriptase) Каталитическая субъединица теломеразы. Мутации связаны с различными формами рака и заболеваниями, связанными с укорочением теломер.",TERT (Telomerase Reverse Transcriptase) The catalytic subunit of telomerase. Mutations are associated with various forms of cancer and diseases associated with telomere shortening.
