					M01AC	Oksikamlar 	Оксикамы	M01AC04	Droksikam	Дроксикам
					M01AC	Oksikamlar 	Оксикамы	M01AC05	Lornoksikam	Лорноксикам
					M01AC	Oksikamlar 	Оксикамы	M01AC06	Meloksikam	Мелоксикам
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE01	Ibuprofen	Ибупрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE02	Naproksen	Напроксен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE03	Ketoprofen	Кетопрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE04	Fenoprofen	Фенопрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE05	Fenbufen	Фенбуфен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE06	Benoksaprofen	Беноксапрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE07	Suprofen	Супрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE08	Pirprofen	Пирпрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE09	Flurbiprofen	Флурбипрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE10	Indoprofen	Индопрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE11	Tiaprofen kislotasi	Тиапрофеновая кислота
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE12	Oksaprozin	Оксапрозин
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE13	Ibuproksam	Ибупроксам
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE14	Deksibuprofen	Дексибупрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE15	Flunoksaprofen	Флуноксапрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE16	Alminoprofen	Алминопрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE17	Deksketoprofen	Декскетопрофен
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE18	Naprokssinod	Напроксцинод
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE51	Ibuprofen boshqa vositalar bilan majmuada	Ибупрофен в комбинации со средствами
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE52	Naproksen va ezomeprazol	Напроксен и эзомепразол
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE53	Ketoprofen boshqa vositalar bilan majmuada	Кетопрофен в комбинации со средствами
					M01AE	Propion kislotasi hosilalari	Производные пропионовой кислоты	M01AE56	Mizoprostol va naproksen	Мизопростол и напроксен
					M01AG	Fenamatlar	Фенаматы	M01AG01	Mefenam kislotasi	Мефенамовая кислота
					M01AG	Fenamatlar	Фенаматы	M01AG02	Tolfenam kislotasi	Толфенамовая кислота
					M01AG	Fenamatlar	Фенаматы	M01AG03	Flufenam kislotasi	Флуфенамовая кислота
					M01AG	Fenamatlar	Фенаматы	M01AG04	Meklofenam kislotasi	Меклофенамовая кислота
					M01AH	Koksiblar 	Коксибы	M01AH01	Selekoksib	Целекоксиб
					M01AH	Koksiblar 	Коксибы	M01AH02	Rofekoksib	Рофекоксиб
					M01AH	Koksiblar 	Коксибы	M01AH03	Valdekoksib	Валдекоксиб
					M01AH	Koksiblar 	Коксибы	M01AH04	Parekoksib	Парекоксиб
					M01AH	Koksiblar 	Коксибы	M01AH05	Etorikoksib	Эторикоксиб
					M01AH	Koksiblar 	Коксибы	M01AH06	Lumirakoksib	Лумиракоксиб
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX01	Nabumeton	Набуметон
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX02	Niflumat kislotasi	Нифлумовая кислота
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX04	Azapropazon	Азапропазон
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX05	Glyukozamin	Глюкозамин
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX07	Benzidamin	Бензидамин
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX12	Mukartrin	Мукартрин
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX13	Prokvazon	Проквазон
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX14	Orgotein	Орготеин
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX17	Nimesulid	Нимесулид
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX18	Feprazon	Фепразон
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX21	Diatserein	Диацереин
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX22	Morniflumat	Морнифлумат
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX23	Tenidap	Тенидап
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX24	Oksatseprol	Оксацепрол
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX25	Xondroitina sulfat	Хондроитина сульфат
					M01AX	Boshqa nosteroid yalligʻlanishga qarshi va revmatizimga qarshi preparatlar	Другие нестероидные противовоспалительные и противоревматические препараты	M01AX68	Feprazon vositalar bilan majmuada	Фепразон в комбинации со средствами
					M01BA	Yalligʻlanishga qarshi / revmatizmga qarshi vositalar kortikosteroidlar bilan majmuada	Противовоспалительные / противоревматические средства в комбинации с кортикостероидами	M01BA01	Fenilbutazon glyukokortikosteroidlar bilan majmuada 	Фенилбутазон в комбинации с глюкокортикостероидами
					M01BA	Yalligʻlanishga qarshi / revmatizmga qarshi vositalar kortikosteroidlar bilan majmuada	Противовоспалительные / противоревматические средства в комбинации с кортикостероидами	M01BA02	Dipirotsetil glyukokortikosteroidlar bilan majmuada 	Дипироцетил в комбинации с глюкокортикостероидами
					M01BA	Yalligʻlanishga qarshi / revmatizmga qarshi vositalar kortikosteroidlar bilan majmuada	Противовоспалительные / противоревматические средства в комбинации с кортикостероидами	M01BA03	Asetilsalitsil kislotasi glyukokortikosteroidlar bilan majmuada 	Ацетилсалициловая кислота в комбинации с глюкокортикостероидами
					M01CA	Xinolinlar	Хинолины	M01CA03	Oksitsinxofen	Оксицинхофен
					M01CB	Oltin preparatlari	Препараты золота	M01CB01	Natriy aurotiomalati	Натрия ауротиомалат
					M01CB	Oltin preparatlari	Препараты золота	M01CB02	Natriy aurotiosulfati	Натрия ауротиосульфат
					M01CB	Oltin preparatlari	Препараты золота	M01CB03	Auranofin	Ауранофин
					M01CB	Oltin preparatlari	Препараты золота	M01CB04	Aurotioglyukoza	Ауротиоглюкоза
					M01CB	Oltin preparatlari	Препараты золота	M01CB05	Aurotioprol	Ауротиопрол
					M01CC	Penitsillamin va unga oʻxshash preparatlar	Пеницилламин и подобные препараты	M01CC01	Penitsillamin	Пеницилламин
					M01CC	Penitsillamin va unga oʻxshash preparatlar	Пеницилламин и подобные препараты	M01CC02	Butsillamin	Буцилламин
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA01	Fenilbutazon	Фенилбутазон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA02	Mofebutazon	Мофебутазон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA03	Klofezon	Клофезон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA04	Oksifenbutazon	Оксифенбутазон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA05	Benzidamin	Бензидамин
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA06	Etofenamat	Этофенамат
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA07	Piroksikam	Пироксикам
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA08	Felbinak	Фелбинак
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA09	Bufeksamak	Буфексамак
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA10	Ketoprofen	Кетопрофен
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA11	Bendazak	Бендазак
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA12	Naproksen	Напроксен
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA13	Ibuprofen	Ибупрофен
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA14	Fentiazak	Фентиазак
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA15	Diklofenak	Диклофенак
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA16	Feprazon	Фепразон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA17	Niflumat kislotasi	Нифлумовая кислота
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA18	Meklofenam kislotasi	Меклофенамовая кислота
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA19	Flurbiprofen	Флурбипрофен
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA21	Tolmetin	Толметин
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA22	Suksibuzon	Суксибузон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA23	Indometatsin	Индометацин
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA24	Nifenazon	Нифеназон
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA25	Aseklofenak	Ацеклофенак
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA26	Nimesulid	Нимесулид
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA27	Deksketoprofen	Декскетопрофен
					M02AA	Mahalliy qoʻllash uchun nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты для местного применения	M02AA28	Piketoprofen	Пикетопрофен
					M02AB	Kapsaitsin va unga oʻxshash vositalar	Капсаицин и подобные средства	M02AB01	Kapsaitsin	Капсаицин
					M02AB	Kapsaitsin va unga oʻxshash vositalar	Капсаицин и подобные средства	M02AB02	Zukapsaitsin	Зукапсаицин
					M02AX	Boʻgʻim va mushak ogʻriqlarida  mahalliy qoʻllash uchun boshqa preparatlar	Другие препараты для местного применения при мышечных и суставных болях	M02AX02	Tolazolin	Толазолин
					M02AX	Boʻgʻim va mushak ogʻriqlarida  mahalliy qoʻllash uchun boshqa preparatlar	Другие препараты для местного применения при мышечных и суставных болях	M02AX03	Dimetilsulfoksid	Диметилсульфоксид
					M02AX	Boʻgʻim va mushak ogʻriqlarida  mahalliy qoʻllash uchun boshqa preparatlar	Другие препараты для местного применения при мышечных и суставных болях	M02AX10	Boshqa preparatlar	Прочие препараты
					M03AA	Kurare alkaloidlari	Алкалоиды кураре	M03AA01	Alkuroniy xloridi	Алкурония хлорид
					M03AA	Kurare alkaloidlari	Алкалоиды кураре	M03AA02	Tubokurarin xloridi	Тубокурарина хлорид
					M03AA	Kurare alkaloidlari	Алкалоиды кураре	M03AA04	Dimetiltubokurarin	Диметилтубокурарин
					M03AB	Xolin  hosilalari	Производные холина	M03AB01	Suksametoniy xloridi	Суксаметония хлорид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC01	Pankuroniy bromidi	Панкурония бромид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC02	Gallamin	Галламин
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC03	Vekuroniy bromidi	Векурония бромид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC04	Atrakuriy bezilati	Атракурия безилат
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC05	Geksafluroniy bromidi	Гексафлурония бромид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC06	Pipekuroniy bromidi	Пипекурония бромид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC07	Doksakuriy xloridi	Доксакурия хлорид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC08	Fazadiniy bromidi	Фазадиния бромид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC09	Rokuroniy bromidi	Рокурония бромид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC10	Mivakuriy xloridi	Мивакурия хлорид
					M03AC	Boshqa toʻrtlamchi ammoniy birikmalari	Другие четвертичные аммониевые соединения	M03AC11	Sisatrakuriy bezilati	Цисатракурия безилат
					M03AX	Boshqa toʻrtlamchi ammoniy birikmalari	Другие миорелаксанты периферического действия	M03AX01	Botulin toksini	Ботулинический токсин
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA01	Fenprobamat	Фенпробамат
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA02	Karizoprodol	Каризопродол
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA03	Metokarbamol	Метокарбамол
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA04	Stiramat	Стирамат
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA05	Febarbamat	Фебарбамат
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA51	Fenprobamat vositalar bilan majmuada (psixotrop preparatlardan tashqari)	Фенпробамат в комбинации со средствами (исключая психотропные препараты)
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA52	Karisoprodol vositalar bilan majmuada (psixotrop preparatlardan tashqari)	Карисопродол в комбинации со средствами (исключая психотропные препараты)
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA53	Metokarbamol vositalar bilan majmuada (psixotrop preparatlardan tashqari)	Метокарбамол в комбинации со средствами (исключая психотропные препараты)
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA71	Fenprobamat psixotrop vositalar bilan majmuada	Фенпробамат в комбинации с психотропными средствами
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA72	Karisoprodol psixotrop vositalar bilan majmuada	Карисопродол в комбинации с психотропными средствами
					M03BA	Karbamin kislotasi efiri	Эфиры карбаминовой кислоты	M03BA73	Metokarbamol psixotrop vositalar bilan majmuada	Метокарбамол в комбинации с психотропными средствами
					M03BB	Oksazol, tiazin va triazin  hosilalari	Производные оксазола, тиазина и триазина	M03BB02	Xlormezanon	Хлормезанон
					M03BB	Oksazol, tiazin va triazin  hosilalari	Производные оксазола, тиазина и триазина	M03BB03	Xlorzoksazon	Хлорзоксазон
					M03BB	Oksazol, tiazin va triazin  hosilalari	Производные оксазола, тиазина и триазина	M03BB52	Xlormezanon  vositalar bilan majmuada (psixotrop preparatlardan tashqari)	Хлормезанон в комбинации со средствами (исключая психотропные препараты)
					M03BB	Oksazol, tiazin va triazin  hosilalari	Производные оксазола, тиазина и триазина	M03BB53	Xlorzoksazon  vositalar bilan majmuada (psixotrop preparatlardan tashqari)	Хлорзоксазон в комбинации со средствами (исключая психотропные препараты)
					M03BB	Oksazol, tiazin va triazin  hosilalari	Производные оксазола, тиазина и триазина	M03BB72	Xlormezanon psixotrop vositalar bilan majmuada	Хлормезанон в комбинации с психотропными средствами
					M03BB	Oksazol, tiazin va triazin  hosilalari	Производные оксазола, тиазина и триазина	M03BB73	Xlorzoksazon psixotrop vositalar bilan majmuada	Хлорзоксазон в комбинации с психотропными средствами
					M03BC	Antigistamin vositalarining kimyoviy strukturasi boʻyicha yaqin efirlar	Эфиры, близкие по химической структуре к антигистаминным средствам	M03BC01	Orfenadrin	Орфенадрин
					M03BC	Antigistamin vositalarining kimyoviy strukturasi boʻyicha yaqin efirlar	Эфиры, близкие по химической структуре к антигистаминным средствам	M03BC51	Orfenadrin boshqa vositalar bilan majmuada	Орфенадрин в комбинации со средствами
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX01	Baklofen	Баклофен
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX02	Tizanidin	Тизанидин
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX03	Pridinol	Придинол
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX04	Tolperizon	Толперизон
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX05	Tiokolxikozid	Тиоколхикозид
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX06	Mefenezin	Мефенезин
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX07	Tetrazepam	Тетразепам
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX08	Siklobenzaprin	Циклобензаприн
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX09	Eperizon	Эперизон
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX30	Feniramidol	Фенирамидол
					M03BX	Boshqa markaziy taʼsirga ega  miorelaksantlar	Другие миорелаксанты центрального действия	M03BX55	Tiokolxikozid, majmuada	Тиоколхикозид, комбинации
					M03CA	Dantrolen va uning hosilalari	Дантролен и его производные	M03CA01	Dantrolen	Дантролен
					M04AA	Siydik kislotasi ingibitorlari	Ингибиторы образования мочевой кислоты	M04AA01	Allopurinol	Аллопуринол
					M04AA	Siydik kislotasi ingibitorlari	Ингибиторы образования мочевой кислоты	M04AA02	Tizopurin	Тизопурин
					M04AA	Siydik kislotasi ingibitorlari	Ингибиторы образования мочевой кислоты	M04AA03	Febuksostat	Фебуксостат
					M04AA	Siydik kislotasi ingibitorlari	Ингибиторы образования мочевой кислоты	M04AA51	Allopurinol boshqa vositalar bilan majmuada	Аллопуринол в комбинации со средствами
					M04AB	Siydik kislotasini chiqarilishini oshiruvchi preparatlar	Препараты, увеличивающие выведение мочевой кислоты	M04AB01	Probenetsid	Пробенецид
					M04AB	Siydik kislotasini chiqarilishini oshiruvchi preparatlar	Препараты, увеличивающие выведение мочевой кислоты	M04AB02	Sulfinpirazon	Сульфинпиразон
					M04AB	Siydik kislotasini chiqarilishini oshiruvchi preparatlar	Препараты, увеличивающие выведение мочевой кислоты	M04AB03	Benzbromaron	Бензбромарон
					M04AB	Siydik kislotasini chiqarilishini oshiruvchi preparatlar	Препараты, увеличивающие выведение мочевой кислоты	M04AB04	Izobromindion	Изоброминдион
					M04AC	Siydik kislotasi metabolizmiga  taʼsir koʻrsatmaydigan preparatlar	Препараты, не влияющие на метаболизм мочевой кислоты	M04AC01	Kolxitsin	Колхицин
					M04AC	Siydik kislotasi metabolizmiga  taʼsir koʻrsatmaydigan preparatlar	Препараты, не влияющие на метаболизм мочевой кислоты	M04AC02	Sinxofen	Цинхофен
					M04AX	Boshqa podagraga qarshi preparatlar	Другие противоподагрические препараты	M04AX01	Uratoksidaza	Уратоксидаза
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA01	Etidron kislotasi	Этидроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA02	Klodron kislota	Клодроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA03	Pamidron kislotasi	Памидроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA04	Alendron kislotasi	Алендроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA05	Tiludron kislotasi	Тилудроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA06	Ibandron kislotasi	Ибандроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA07	Rizedron kislotasi	Ризедроновая кислота
					M05BA	Bifosfonatlar	Бифосфонаты	M05BA08	Zoledron kislotasi	Золедроновая кислота
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB01	Etidron kislotasi kalsiy preparatlari bilan majmuada	Этидроновая кислота в комбинации с препаратами кальция
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB02	Rizedron kislotasi kalsiy preparatlari bilan majmuada	Ризедроновая кислота в комбинации с препаратами кальция
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB03	Alendron kislotasi va kolekalsiferol	Алендроновая кислота и колекальциферол
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB04	Kolekalsiferol, rizedron kislotasi va  kalsiy preparatlari	Колекальциферол, ризедроновая кислота и препараты кальция
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB05	Alendron kislotasi, kolekalsiferol va  kalsiy preparatlari, navbatma-navbat qabul qilish uchun	Алендроновая кислота, колекальциферол и препараты кальция, для приёма с чередованием
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB06	Alendron kislotasi, alfakalsidiol, navbatma-navbat qabul qilish uchun	Алендроновая кислота, альфакальцидиол, для приёма с чередованием
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB07	Rizedron kislotasi va kolekalsiferol	Ризедроновая кислота и колекальциферол
					M05BB	Bifosfonatlar vositalar bilan majmuada	Бифосфонаты в комбинации со средствами	M05BB08	Zoledron kislotasi, kalsiy va kolkalsiferol, ketma-ket qabul qilish	Золедроновая кислота, кальций и колкальциферол, последовательные
					M05BC	Suyakning morfogenetik oqsillari	Морфогенетические белки кости	M05BC01	Bmp-2	Бмп-2
					M05BC	Suyakning morfogenetik oqsillari	Морфогенетические белки кости	M05BC02	Bmp-7	Бмп-7
					M05BX	Suyak strukturasi va mineralizatsiyasiga taʼsir etuvchi boshqa preparatlar	Другие препараты, влияющие на структуру и минерализацию костей	M05BX01	Ipriflavon	Иприфлавон
					M05BX	Suyak strukturasi va mineralizatsiyasiga taʼsir etuvchi boshqa preparatlar	Другие препараты, влияющие на структуру и минерализацию костей	M05BX02	Alyuminiy xlorogidrati	Алюминия хлорогидрат
					M05BX	Suyak strukturasi va mineralizatsiyasiga taʼsir etuvchi boshqa preparatlar	Другие препараты, влияющие на структуру и минерализацию костей	M05BX03	Stronsiy ranelati	Стронция ранелат
					M05BX	Suyak strukturasi va mineralizatsiyasiga taʼsir etuvchi boshqa preparatlar	Другие препараты, влияющие на структуру и минерализацию костей	M05BX04	Denosumab	Деносумаб
					M05BX	Suyak strukturasi va mineralizatsiyasiga taʼsir etuvchi boshqa preparatlar	Другие препараты, влияющие на структуру и минерализацию костей	M05BX05	Burosumab	Буросумаб
					M05BX	Suyak strukturasi va mineralizatsiyasiga taʼsir etuvchi boshqa preparatlar	Другие препараты, влияющие на структуру и минерализацию костей	M05BX53	Ranelat stronsiy va kolekalsiferol	Ранелат стронция и колекальциферол
					M09AA	Xinin va uning hosilalari	Хинин и его производные	M09AA01	Gidroxinin	Гидрохинин
					M09AA	Xinin va uning hosilalari	Хинин и его производные	M09AA72	Xinin psixotrop vositalar bilan majmuada	Хинин в комбинации с психотропными средствами
					M09AB	Ferment preparatlari	Ферментные препараты	M09AB01	Ximopapain	Химопапаин
					M09AB	Ferment preparatlari	Ферментные препараты	M09AB03	Bromelainы	Бромелаины
					M09AB	Ferment preparatlari	Ферментные препараты	M09AB52	Tripsin vositalar bilan majmuada	Трипсин в комбинации со средствами
					M09AX	Suyak-mushak tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний костно-мышечной системы	M09AX01	Gialuron kislotasi	Гиалуроновая кислота
					M09AX	Suyak-mushak tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний костно-мышечной системы	M09AX02	Xondrotsitlar, autologik	Хондроциты, аутологичные
					M09AX	Suyak-mushak tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний костно-мышечной системы	M09AX03	Ataluren	Аталурен
